Day fraction since midnight on 	pH probe (pH)
0.6180498133	5.7503967285
0.6180613862	5.7510986328
0.6180729588	5.7385802269
0.6180845367	5.7655944824
0.6180961070	5.7716512680
0.6181076810	5.7603063583
0.6181192545	5.7395992279
0.6181308275	5.7265372276
0.6181424059	5.7231559753
0.6181539760	5.7404656410
0.6181655446	5.7254672050
0.6181771227	5.7713923454
0.6181887043	5.7038578987
0.6182002744	5.7659440041
0.6182118479	5.6817464828
0.6182234203	5.7414155006
0.6182349868	5.6806936264
0.6182465670	5.7331562042
0.6182581360	5.7290172577
0.6182697144	5.7639474869
0.6182812936	5.7120742798
0.6182928619	5.7236833572
0.6183044417	5.6628599167
0.6183160121	5.7146644592
0.6183275875	5.6731529236
0.6183391626	5.7301564217
0.6183507386	5.7141156197
0.6183623021	5.7210679054
0.6183738800	5.6825528145
0.6183854534	5.6917166710
0.6183970303	5.6899113655
0.6184086029	5.6935000420
0.6184201842	5.7098956108
0.6184317533	5.6879124641
0.6184433205	5.7068848610
0.6184549028	5.6799616814
0.6184664705	5.7120313644
0.6184780462	5.6550726891
0.6184896209	5.6851429939
0.6185012012	5.6587262154
0.6185127732	5.7036919594
0.6185243468	5.6522936821
0.6185359176	5.7328557968
0.6185474899	5.6563353539
0.6185590692	5.6749539375
0.6185706397	5.6379919052
0.6185822153	5.6748852730
0.6185937849	5.6528873444
0.6186053626	5.6853146553
0.6186169401	5.6706995964
0.6186285079	5.6791472435
0.6186400767	5.6287851334
0.6186516528	5.6322407722
0.6186632331	5.6432704926
0.6186748073	5.6652445793
0.6186863846	5.6536517143
0.6186979476	5.6573376656
0.6187095196	5.6451592445
0.6187211062	5.6102323532
0.6187326779	5.6188654900
0.6187442467	5.6191039085
0.6187558289	5.6404061317
0.6187674015	5.6134128571
0.6187789696	5.6491336823
0.6187905493	5.6147265434
0.6188021216	5.6343808174
0.6188136912	5.5813441277
0.6188252599	5.6267466545
0.6188368474	5.5995969772
0.6188484217	5.6581087112
0.6188599879	5.6080965996
0.6188715641	5.6457066536
0.6188831396	5.5806422234
0.6188947171	5.6166648865
0.6189062774	5.6008949280
0.6189178545	5.6344532967
0.6189294273	5.6136341095
0.6189410085	5.6218795776
0.6189525840	5.6053433418
0.6189641556	5.6149759293
0.6189757290	5.5957331657
0.6189873000	5.5946607590
0.6189988743	5.6082768440
0.6190104555	5.6038508415
0.6190220219	5.5848598480
0.6190336031	5.5715847015
0.6190451774	5.5827860832
0.6190567451	5.5620656013
0.6190683189	5.6168608665
0.6190798986	5.5582733154
0.6190914745	5.6282815933
0.6191030391	5.5590591431
0.6191146237	5.5876407623
0.6191261973	5.5426344872
0.6191377601	5.6069412231
0.6191493331	5.5632038116
0.6191609059	5.5881047249
0.6191724940	5.5510172844
0.6191840670	5.5688600540
0.6191956388	5.5512623787
0.6192072094	5.5667486191
0.6192187864	5.5681886673
0.6192303515	5.5906352997
0.6192419321	5.5492339134
0.6192535040	5.5510587692
0.6192650720	5.5495080948
0.6192766551	5.5537552834
0.6192882234	5.5490036011
0.6192998054	5.5523729324
0.6193113689	5.5349225998
0.6193229518	5.5015254021
0.6193345174	5.5309815407
0.6193460954	5.5297298431
0.6193576706	5.5654950142
0.6193692468	5.5197558403
0.6193808230	5.5538802147
0.6193923866	5.5054526329
0.6194039632	5.5795097351
0.6194155379	5.5324740410
0.6194271158	5.5644149780
0.6194386865	5.4939961433
0.6194502604	5.5519933701
0.6194618301	5.5170025826
0.6194734159	5.5564208031
0.6194849901	5.5417370796
0.6194965564	5.5358738899
0.6195081302	5.4873113632
0.6195197076	5.5455460548
0.6195312738	5.5187692642
0.6195428526	5.5472955704
0.6195544354	5.5464200974
0.6195660089	5.5211472511
0.6195775792	5.5030403137
0.6195891501	5.5062336922
0.6196007242	5.5305228233
0.6196123090	5.5351896286
0.6196238730	5.5138945580
0.6196354564	5.4861593246
0.6196470203	5.5038042068
0.6196585882	5.4834899902
0.6196701711	5.5520296097
0.6196817403	5.5149135590
0.6196933160	5.5217018127
0.6197048836	5.4552431107
0.6197164620	5.5086474419
0.6197280363	5.4837784767
0.6197396178	5.5289235115
0.6197511890	5.5166459084
0.6197627661	5.4340119362
0.6197743323	5.3819499016
0.6197859040	5.4509625435
0.6197974765	5.4719061852
0.6198090563	5.5043082237
0.6198206343	5.5131592751
0.6198322044	5.5012402534
0.6198437797	5.4594850540
0.6198553520	5.4563980103
0.6198669301	5.4856448174
0.6198785016	5.4783773422
0.6198900700	5.4718213081
0.6199016437	5.4634642601
0.6199132210	5.5053367615
0.6199247994	5.4317297935
0.6199363716	5.4661817551
0.6199479453	5.4516415596
0.6199595201	5.4723448753
0.6199710967	5.4585762024
0.6199826648	5.5062003136
0.6199942457	5.4454360008
0.6200058172	5.4704113007
0.6200173816	5.4113349915
0.6200289667	5.4765701294
0.6200405345	5.4277262688
0.6200521068	5.4800753593
0.6200636832	5.4457445145
0.6200752571	5.4477186203
0.6200868284	5.4149193764
0.6200984065	5.4656090736
0.6201099733	5.4307837486
0.6201215523	5.4523491859
0.6201331246	5.4747767448
0.6201447029	5.4604802132
0.6201562738	5.4241423607
0.6201678446	5.4149188995
0.6201794273	5.4405989647
0.6201910017	5.4105148315
0.6202025644	5.4469366074
0.6202141438	5.4475460052
0.6202257132	5.3919887543
0.6202372954	5.3545894623
0.6202488626	5.4211702347
0.6202604445	5.3775067329
0.6202720118	5.4405846596
0.6202835841	5.3912920952
0.6202951676	5.4562258720
0.6203067408	5.3968744278
0.6203183189	5.4350748062
0.6203298854	5.3808803558
0.6203414595	5.4305291176
0.6203530358	5.3992409706
0.6203646075	5.4462580681
0.6203761808	5.4132208824
0.6203877560	5.4133930206
0.6203993334	5.3852257729
0.6204109024	5.4136958122
0.6204224726	5.3766622543
0.6204340539	5.3973026276
0.6204456321	5.4235997200
0.6204572004	5.3943157196
0.6204687712	5.4029102325
0.6204803479	5.3869757652
0.6204919240	5.4229645729
0.6205035008	5.6004719734
0.6205150659	5.2961387634
0.6205266447	5.3655328751
0.6205382132	5.3632965088
0.6205497894	5.3478822708
0.6205613685	5.3721208572
0.6205729461	5.3027162552
0.6205845073	5.3772444725
0.6205960908	5.2123160362
0.6206076608	5.1895880699
0.6206192368	5.1484003067
0.6206308052	5.1897916794
0.6206423861	5.1995706558
0.6206539564	5.2435626984
0.6206655275	5.1668434143
0.6206771036	5.0459241867
0.6206886736	5.0435276031
0.6207002578	5.0556674004
0.6207118271	5.1592860222
0.6207234032	5.1380057335
0.6207349777	5.2367434502
0.6207465444	5.1733837128
0.6207581235	5.2853569984
0.6207696995	5.2902183533
0.6207812829	5.0802149773
0.6207928444	5.0424423218
0.6208044245	5.0507950783
0.6208159941	5.0557236671
0.6208275665	5.0553493500
0.6208391425	5.0490450859
0.6208507139	5.0362772942
0.6208622951	5.0357356071
0.6208738629	5.0317931175
0.6208854380	5.0292930603
0.6208970101	5.0272569656
0.6209085830	5.0321650505
0.6209201562	5.0305862427
0.6209317314	5.0318083763
0.6209433105	5.0303325653
0.6209548789	5.0288362503
0.6209664487	5.0284290314
0.6209780293	5.0270547867
0.6209896038	5.0252876282
0.6210011749	5.0211091042
0.6210127564	5.0230393410
0.6210243289	5.0238924026
0.6210359058	5.0260939598
0.6210474786	5.0248608589
0.6210590540	5.0202088356
0.6210706144	5.0186090469
0.6210821931	5.0194544792
0.6210937674	5.0142054558
0.6211053450	5.0067791939
0.6211169137	5.0027403831
0.6211284919	5.0042066574
0.6211400581	5.0016598701
0.6211516354	4.9962139130
0.6211632132	4.9954752922
0.6211747794	4.9923343658
0.6211863571	4.9932789803
0.6211979352	4.9948749542
0.6212095014	4.9859638214
0.6212210792	4.9819736481
0.6212326569	4.9842205048
0.6212442247	4.9809179306
0.6212558025	4.9781146049
0.6212673806	4.9801206589
0.6212789464	4.9849100113
0.6212905242	4.9810471535
0.6213021023	4.9662280083
0.6213136756	4.9579043388
0.6213252515	4.9570508003
0.6213368259	4.9521265030
0.6213483923	4.9475755692
0.6213599776	4.9461221695
0.6213715531	4.9449214935
0.6213831119	4.9433121681
0.6213946956	4.9432396889
0.6214062677	4.9427680969
0.6214178332	4.9423098564
0.6214294140	4.9419875145
0.6214409894	4.9426393509
0.6214525569	4.9452152252
0.6214641435	4.9417986870
0.6214757258	4.9392251968
0.6214872967	4.9382357597
0.6214988539	4.9410696030
0.6215104250	4.9413752556
0.6215220128	4.9398093224
0.6215335800	4.9393372536
0.6215451494	4.9393534660
0.6215567303	4.9371852875
0.6215682974	4.9311022758
0.6215798886	4.9221596718
0.6215914504	4.9251394272
0.6216030258	4.9198441505
0.6216146013	4.9109058380
0.6216261652	4.9117698669
0.6216377617	4.9053993225
0.6216493313	4.8995079994
0.6216608969	4.8968086243
0.6216724628	4.9013600349
0.6216840403	4.9025692940
0.6216956107	4.9024634361
0.6217071929	4.9001860619
0.6217187640	4.8952126503
0.6217303336	4.8907785416
0.6217419136	4.8902201653
0.6217534795	4.8899288177
0.6217650606	4.8868751526
0.6217766338	4.8820633888
0.6217882237	4.8806982040
0.6217997773	4.8797864914
0.6218113576	4.8790082932
0.6218229245	4.8750982285
0.6218344967	4.8748092651
0.6218460743	4.8712973595
0.6218576473	4.8664026260
0.6218692194	4.8651967049
0.6218807928	4.8616304398
0.6218923894	4.8619165421
0.6219039635	5.1571493149
0.6219155250	4.8515758514
0.6219270988	4.8504877090
0.6219386670	4.8492136002
0.6219502447	4.8462209702
0.6219618109	4.8455948830
0.6219733881	4.8433198929
0.6219849776	4.8418788910
0.6219965452	4.8407869339
0.6220081182	4.8411269188
0.6220196893	4.8388161659
0.6220312569	4.8347415924
0.6220428312	4.8401412964
0.6220544073	4.8384995461
0.6220659820	4.8323764801
0.6220775672	4.8271794319
0.6220891364	4.8284583092
0.6221007117	4.8249158859
0.6221122827	4.8260626793
0.6221238567	4.8248567581
0.6221354292	4.8190145493
0.6221470075	4.8154635429
0.6221585713	4.8152093887
0.6221701451	4.8154635429
0.6221817292	4.8156523705
0.6221932916	4.8151912689
0.6222048665	4.8121862411
0.6222164436	4.8115682602
0.6222280215	4.8124604225
0.6222395992	4.8122544289
0.6222511706	4.8092966080
0.6222627457	4.8051342964
0.6222743143	4.8035125732
0.6222858928	4.8029565811
0.6222974697	4.8002972603
0.6223090365	4.7927689552
0.6223206194	4.7833523750
0.6223321987	4.7785439491
0.6223437537	4.7773294449
0.6223553306	4.7790112495
0.6223669022	4.7789611816
0.6223784856	4.7789940834
0.6223900559	4.7735204697
0.6224016443	4.7701239586
0.6224132046	4.7689714432
0.6224247774	4.7704153061
0.6224363474	4.7689208984
0.6224479265	4.7667832375
0.6224595032	4.7631587982
0.6224710726	4.7549266815
0.6224826502	4.7463173866
0.6224942220	4.7437672615
0.6225058090	4.7415795326
0.6225173641	4.7344746590
0.6225289456	4.7290568352
0.6225405113	4.7287659645
0.6225520864	4.7270855904
0.6225636647	4.7275815010
0.6225752365	4.7275428772
0.6225868141	4.7263288498
0.6225983811	4.7256579399
0.6226099640	4.7230882645
0.6226215317	4.7218399048
0.6226331108	4.7240161896
0.6226446840	4.7242665291
0.6226562604	4.7216653824
0.6226678323	4.7184257507
0.6226794108	4.7161083221
0.6226909748	4.7114620209
0.6227025537	4.7096590996
0.6227141217	4.7022728920
0.6227257084	4.6989183426
0.6227372769	4.6924648285
0.6227488494	4.6888861656
0.6227604261	4.6841354370
0.6227719926	4.6822462082
0.6227835641	4.6837410927
0.6227951415	4.6849246025
0.6228067176	4.6838955879
0.6228183053	4.6820945740
0.6228298672	4.6808710098
0.6228414535	4.6801385880
0.6228530206	4.6805152893
0.6228645892	4.6806154251
0.6228761618	4.6771674156
0.6228877374	4.6736531258
0.6228993116	4.6738934517
0.6229108986	4.6665506363
0.6229224531	4.6595168114
0.6229340355	4.6586937904
0.6229456119	4.6574931145
0.6229571823	4.6562895775
0.6229687493	4.6490378380
0.6229803278	4.6445093155
0.6229919022	4.6422109604
0.6230034803	4.6370129585
0.6230150527	4.6314063072
0.6230266216	4.6244916916
0.6230382057	4.6212983131
0.6230497758	4.6148281097
0.6230613405	4.6005778313
0.6230729353	4.5974202156
0.6230844936	4.5961604118
0.6230960718	4.5948295593
0.6231076547	4.5943832397
0.6231192137	4.5926098824
0.6231307938	4.5879502296
0.6231422474	4.5849156380
0.6231539402	4.5769667625
0.6231655081	4.5724678040
0.6231770884	4.5724983215
0.6231886620	4.5727396011
0.6232002721	4.5641770363
0.6232118125	4.5580444336
0.6232233820	4.5550036430
0.6232349567	4.5522875786
0.6232465303	4.5525403023
0.6232581085	4.5538825989
0.6232696778	4.5544767380
0.6232812575	4.5534710884
0.6232928256	4.5523195267
0.6233044130	4.5505032539
0.6233159769	4.5486345291
0.6233275458	4.5490078926
0.6233391203	4.5451188087
0.6233506961	4.5362691879
0.6233622673	4.5265707970
0.6233738486	4.5235042572
0.6233854165	4.5213723183
0.6233969961	4.5183920860
0.6234085704	4.5193009377
0.6234201425	4.5179748535
0.6234317165	4.5144596100
0.6234432896	4.5125923157
0.6234548621	4.5098233223
0.6234664400	4.5073142052
0.6234780133	4.5047473907
0.6234895974	4.5015892982
0.6235011577	4.4980654716
0.6235127360	4.4931607246
0.6235242994	4.4843101501
0.6235358775	4.4805340767
0.6235474579	4.4756627083
0.6235589145	4.4743814468
